date,excess,cum_excess,roll_t,cusum,weak_today,cusum_latched
2015-01-05,0.007933110305742124,0.007933110305742124,-0.0,0.0,0,0
2015-01-06,0.007920802064980097,0.01585391237072222,-0.0,0.0,0,0
2015-01-07,-0.006252276260211488,0.009601636110510733,-0.0,1.3545891228242117,0,0
2015-01-08,0.012735137012899014,0.022336773123409745,-0.0,0.0,0,0
2015-01-09,0.003350464780846359,0.025687237904256102,-0.0,0.0,0,0
2015-01-12,-0.006181303771991387,0.019505934132264716,-0.0,1.29387929445457,0,0
2015-01-13,0.001688323310169915,0.02119425744243463,-0.0,0.982395547647835,0,0
2015-01-14,0.004589652714714659,0.02578391015714929,-0.0,0.07586398892934698,0,0
2015-01-15,0.004126336489541714,0.029910246646691004,-0.0,0.0,0,0
2015-01-16,-0.005488143903757597,0.024422102742933407,-0.0,1.156907499605801,0,0
2015-01-19,-0.005721524650375957,0.01870057809255745,-0.0,2.3598674044541195,0,0
2015-01-20,0.008920498468844702,0.027621076561402152,-0.0,0.5701119367455127,0,0
2015-01-21,-0.0005231997418632995,0.027097876819538853,-0.0,0.7075751080433642,0,0
2015-01-22,0.003550530467026989,0.030648407286565843,-0.0,0.019855155086968113,0,0
2015-01-23,0.00574197438261281,0.036390381669178656,-0.0,0.0,0,0
2015-01-26,0.0074617554862193985,0.043852137155398055,-0.0,0.0,0,0
2015-01-27,0.0028672113686999128,0.04671934852409797,-0.0,0.0,0,0
2015-01-28,-0.0009247490050375731,0.0457945995190604,-0.0,0.21893793333717226,0,0
2015-01-29,0.0008001980708307777,0.04659479758989118,-0.0,0.08829115590013126,0,0
2015-01-30,0.0015170548617995786,0.04811185245169076,-0.0,0.0,0,0
2015-02-02,0.0032530411858915182,0.05136489363758227,-0.0,0.0,0,0
2015-02-03,0.0015197554440297806,0.052884649081612056,-0.0,0.0,0,0
2015-02-04,0.002489371212203404,0.05537402029381546,-0.0,0.0,0,0
2015-02-05,-0.002564456126799699,0.052809564167015766,-0.0,0.565662504576124,0,0
2015-02-06,0.005042087418174576,0.057851651585190345,-0.0,0.0,0,0
2015-02-09,0.0009249389304664987,0.05877659051565684,-0.0,0.0,0,0
2015-02-10,0.005407397403680845,0.06418398791933769,-0.0,0.0,0,0
2015-02-11,-0.0032112635706809797,0.06097272434865671,-0.0,0.7052196936743422,0,0
2015-02-12,0.008715424385165444,0.06968814873382215,-0.0,0.0,0,0
2015-02-13,-0.003348659890119469,0.06633948884370268,-0.0,0.726885725818179,0,0
2015-02-16,0.003427555206387942,0.06976704405009063,-0.0,0.0455251238952874,0,0
2015-02-17,0.003704882969015895,0.07347192701910651,-0.0,0.0,0,0
2015-02-18,-0.0017298734377532712,0.07174205358135324,-0.0,0.3939004411118542,0,0
2015-02-19,0.0031321763218240995,0.07487422990317734,-0.0,0.0,0,0
2015-02-20,0.0026004076792213336,0.07747463758239867,-0.0,0.0,0,0
2015-02-23,-0.0010665349342278696,0.0764081026481708,-0.0,0.2578929817743217,0,0
2015-02-24,0.010967988590131175,0.08737609123830198,-0.0,0.0,0,0
2015-02-25,0.0027691459482418156,0.0901452371865438,-0.0,0.0,0,0
2015-02-26,-0.0023892130365876494,0.08775602414995615,-0.0,0.5301848902140966,0,0
2015-02-27,0.0003425948189276177,0.08809861896888377,-0.0,0.49044909605819165,0,0
2015-03-02,0.003627789917050711,0.09172640888593447,-0.0,0.0,0,0
2015-03-03,-0.00027531502086751555,0.09145109386506696,-0.0,0.09013608218071117,0,0
2015-03-04,0.004782486543773011,0.09623358040883997,-0.0,0.0,0,0
2015-03-05,-0.0001828475781691351,0.09605073283067084,-0.0,0.07082944898196628,0,0
2015-03-06,-0.003249638502838016,0.09280109432783282,-0.0,0.7967575639245456,0,0
2015-03-09,-0.004995563615443093,0.08780553071238972,-0.0,1.8986963253490616,0,0
2015-03-10,7.288388261346819e-05,0.08787841459500319,-0.0,1.9151085314507361,0,0
2015-03-11,0.0067610509394455676,0.09463946553444876,-0.0,0.4918860861554557,0,0
2015-03-12,0.00666284765644393,0.10130231319089268,-0.0,0.0,0,0
2015-03-13,-0.00768708906925166,0.09361522412164103,-0.0,1.666395097800615,0,0
2015-03-16,0.0006548848616972999,0.09427010898333833,-0.0,1.5604838008359454,0,0
2015-03-17,-0.0030869348601578212,0.09118317412318051,-0.0,2.246303660213539,0,0
2015-03-18,-0.0051643736593220335,0.08601880046385849,-0.0,3.3757379340168114,0,0
2015-03-19,-0.0035556020217334455,0.08246319844212505,-0.0,4.162424470170806,0,0
2015-03-20,0.003121946200413708,0.08558514464253876,-0.0,3.5301556951297948,0,0
2015-03-23,0.003789572087034143,0.08937471672957291,-0.0,2.7532316726021238,0,0
2015-03-24,-0.004697540848892632,0.08467717588068027,-0.0,3.789988165527296,0,0
2015-03-25,0.00106317650643714,0.08574035238711741,-0.0,3.594609194695759,0,0
2015-03-26,0.007048685106130836,0.09278903749324825,-0.0,2.110794315332786,0,0
2015-03-27,0.002672600257898086,0.09546163775114634,-0.0,1.5722953547699743,0,0
2015-03-30,-0.0032641939551917958,0.09219744379595454,-0.0,2.3038126486123724,0,0
2015-03-31,0.005125050018909403,0.09732249381486395,-0.0,1.2343019189641002,0,0
2015-04-01,0.001098852933954318,0.09842134674881826,-0.0,1.0304250310746286,0,0
2015-04-02,-0.0016821314516434706,0.09673921529717479,-0.0,1.4255047480071021,0,0
2015-04-03,0.004467769896959779,0.10120698519413457,-0.0,0.4883482032832446,0,0
2015-04-06,0.0056487210546319324,0.1068557062487665,-0.0,0.0,0,0
2015-04-07,-0.0012943624695130097,0.1055613437792535,-0.0,0.3120781522350089,0,0
2015-04-08,-0.005398087989725299,0.1001632557895282,-0.0,1.5183351467414945,0,0
2015-04-09,0.005006566271104529,0.10516982206063273,-0.0,0.4636263236384037,0,0
2015-04-10,-0.004517902147097123,0.10065191991353561,-0.0,1.4752673244260115,0,0
2015-04-13,0.006660012541758917,0.10731193245529454,-0.0,0.0628293028686453,0,0
2015-04-14,0.0008364550896298997,0.10814838754492444,-0.0,0.0,0,0
2015-04-15,0.00214361583402256,0.110292003378947,-0.0,0.0,0,0
2015-04-16,-0.004859300287813378,0.10543270309113362,-0.0,1.090040683868632,0,0
2015-04-17,-0.0050840369663174905,0.10034866612481613,-0.0,2.2282555514785796,0,0
2015-04-20,-0.00930174767522011,0.09104691844959602,-0.0,4.281582211596045,0,0
2015-04-21,0.003769542554853456,0.09481646100444947,-0.0,3.5085919287073146,0,0
2015-04-22,-0.0052841407029688,0.08953232030148067,-0.0,4.671336562773281,0,0
2015-04-23,-0.006135678525426859,0.08339664177605381,-0.0,6.014203486295015,0,0
2015-04-24,0.0051343117218971505,0.08853095349795097,-0.0,4.953789616924286,0,0
2015-04-27,-0.001661489526430121,0.08686946397152084,-0.0,5.338920565693424,0,0
2015-04-28,-0.0019498464143355065,0.08491961755718534,-0.0,5.787435944566794,0,0
2015-04-29,-0.005138108682534647,0.0797815088746507,-0.0,6.9222422962173775,0,0
2015-04-30,-0.003921776504557076,0.07585973237009362,-0.0,7.79494312198993,0,0
2015-05-01,-0.0051166836726116,0.07074304869748202,-0.0,8.925642039125227,0,0
2015-05-04,-0.0023527234334619175,0.0683903252640201,-0.0,9.462244454208042,0,0
2015-05-05,0.002888414720420023,0.07127873998444012,-0.0,8.872100719782635,0,0
2015-05-06,-0.0015397406437450147,0.06973899934069511,-0.0,9.236937534422069,0,0
2015-05-07,0.005469740456545894,0.075208739797241,-0.0,8.080532815072614,0,0
2015-05-08,0.002236907207744357,0.07744564700498537,-0.0,7.627674609969317,0,0
2015-05-11,0.001742241967466028,0.0791878889724514,-0.0,7.280369086773679,0,0
2015-05-12,7.753996321803599e-05,0.07926542893566943,-0.0,7.295412961499223,0,0
2015-05-13,-0.003446227652555926,0.07581920128311351,-0.0,8.085805779338637,0,0
2015-05-14,0.002902396346390927,0.07872159762950444,-0.0,7.477543852526465,0,0
2015-05-15,-0.0024407514668955783,0.07628084616260886,-0.0,8.049818852849613,0,0
2015-05-18,-0.005198616841343944,0.07108222932126491,-0.0,9.23726188290265,0,0
2015-05-19,-0.0006190110488362493,0.07046321827242867,-0.0,9.406587265680384,0,0
2015-05-20,-0.005127071359223258,0.06533614691320541,-0.0,10.582405811301033,0,0
2015-05-21,-0.002883092873549661,0.06245305403965575,-0.0,11.25647459067302,0,0
2015-05-22,0.0057012775569796476,0.06815433159663539,-0.0,10.014512058040548,0,0
2015-05-25,-0.0058867200184403645,0.06226761157819503,-0.0,11.357249538375108,0,0
2015-05-26,0.005116389075955843,0.06738400065415087,-0.0,10.25471991467945,0,0
2015-05-27,-0.003086114342709438,0.06429788631144143,-0.0,10.96993680361472,0,0
2015-05-28,-0.00020884766241079209,0.06408903864903064,-0.0,11.04832320770504,0,0
2015-05-29,0.0018633173294941754,0.06595235597852481,-0.0,10.664168209451443,0,0
2015-06-01,-0.004335720715396538,0.06161663526312827,-0.0,11.669173862468227,0,0
2015-06-02,-0.004044482597102848,0.057572152666025424,-0.0,12.60909944603695,0,0
2015-06-03,0.0003666430319756224,0.05793879569800105,-0.0,12.558720479673589,0,0
2015-06-04,-0.0037999811596477625,0.054138814538353286,-0.0,13.44953439021077,0,0
2015-06-05,0.0032326765472398653,0.057371491085593154,-0.0,12.749847399218778,0,0
2015-06-08,-0.0031504322199264094,0.05422105886566674,-0.0,13.496847709943674,0,0
2015-06-09,-0.0021255974996926964,0.052095461365974045,-0.0,14.012621507136927,0,0
2015-06-10,0.017684794762663235,0.06978025612863728,-0.0,10.00192658349654,0,0
2015-06-11,0.003199140392939071,0.07297939652157635,-0.0,9.359627894302289,0,0
2015-06-12,0.0063917794569057764,0.07937117597848213,-0.0,8.040152535301447,0,0
2015-06-15,0.006851996835578426,0.08622317281406056,-0.0,6.6301966534084995,0,0
2015-06-16,-0.0008989000742840746,0.08532427273977648,-0.0,6.850212742426949,0,0
2015-06-17,0.0033082693478084036,0.08863254208758489,-0.0,6.186424918479472,0,0
2015-06-18,0.0004532453220073287,0.08908578740959222,-0.0,6.12282365299333,0,0
2015-06-19,0.005941784195020971,0.0950275716046132,-0.0,4.894240756287092,0,0
2015-06-22,0.003042993870706206,0.09807056547531941,-0.0,4.282830127253147,0,0
2015-06-23,0.002613202586926703,0.1006837680622461,-0.0,3.760426869833074,0,0
2015-06-24,0.00020969279292887836,0.10089346085517498,-0.0,3.747770009440574,0,0
2015-06-25,-0.004226944688398081,0.09666651616677689,-0.0,4.68535428961207,0,0
2015-06-26,0.0015734909667036714,0.09824000713348056,-0.0,4.379911989682653,0,0
2015-06-29,-0.0016307227916362269,0.09660928434184433,-0.0,4.763440150711155,0,0
2015-06-30,-0.00923968799071499,0.08736959635112934,-0.0,6.7972597244567545,0,0
2015-07-01,0.002912525302212388,0.09028212165334173,-0.0,6.208883718485299,0,0
2015-07-02,-0.005279567785395465,0.08500255386794626,-0.0,7.369466213522312,0,0
2015-07-03,-0.002606161430438126,0.08239639243750814,-0.0,7.957701301813557,0,0
2015-07-06,-0.0010275189585153546,0.08136887347899278,-0.0,8.209886062848838,0,0
2015-07-07,0.006150243062090922,0.08751911654108371,-0.0,6.916767341185681,0,0
2015-07-08,-0.0004233464069278921,0.08709577013415583,-0.0,7.039597097424386,0,0
2015-07-09,0.002360422051641107,0.08945619218579694,-0.0,6.562315765295177,0,0
2015-07-10,0.009901706449364844,0.09935789863516178,-0.0,4.448762686158174,0,0
2015-07-13,0.0012932501422501122,0.1006511487774119,-0.0,4.2061677398391675,0,0
2015-07-14,-0.0026193671994837906,0.0980317815779281,-0.0,4.7973411825110315,0,0
2015-07-15,-0.004807940369912114,0.093223841208016,-0.0,5.8597915280921224,0,0
2015-07-16,-0.00958554484150722,0.08363829636650877,-0.0,7.945452537184979,0,0
2015-07-17,-0.0032473273035548197,0.08039096906295395,-0.0,8.660674423996257,0,0
