date,excess,cum_excess,roll_t,cusum,weak_today,cusum_latched
2015-01-05,0.004476245902164984,0.004476245902164984,-0.0,0.0,0,0
2015-01-06,0.0007106831149068813,0.005186929017071865,-0.0,0.0,0,0
2015-01-07,2.0514141219039514e-05,0.005207443158290904,-0.0,0.02832333281413876,0,0
2015-01-08,0.001402940118065461,0.006610383276356365,-0.0,0.0,0,0
2015-01-09,0.0016717159314401835,0.008282099207796548,-0.0,0.0,0,0
2015-01-12,-0.00995346826419569,-0.0016713690563991412,-0.0,1.8500099938196226,0,0
2015-01-13,-0.0014849146881510547,-0.003156283744550196,-0.0,2.149718119376705,0,0
2015-01-14,-0.00023536193371349054,-0.0033916456782636865,-0.0,2.224386191010072,0,0
2015-01-15,-0.0015741419946920195,-0.004965787672955706,-0.0,2.54335506083454,0,0
2015-01-16,0.0030401436336944926,-0.0019256440392612134,-0.0,2.0182145247936463,0,0
2015-01-19,0.001026410982767228,-0.0008992330564939854,-0.0,1.8613698675354629,0,0
2015-01-20,-0.002687740524369297,-0.0035869735808632826,-0.0,2.3906700504463934,0,0
2015-01-21,-0.002970496689545737,-0.006557470270409019,-0.0,2.9746776626327516,0,0
2015-01-22,0.002390091856604106,-0.004167378413804913,-0.0,2.560759162502791,0,0
2015-01-23,0.0008379353094485224,-0.003329443104356391,-0.0,2.435707583206257,0,0
2015-01-26,0.001173570679116589,-0.002155872425239802,-0.0,2.246502647866954,0,0
2015-01-27,-0.002537488163708141,-0.004693360588947943,-0.0,2.759454012496864,0,0
2015-01-28,0.0021424733574278076,-0.0025508872315201355,-0.0,2.3835855026930837,0,0
2015-01-29,-0.005286789452401002,-0.007837676683921137,-0.0,3.426931517631594,0,0
2015-01-30,-0.0069287009853998115,-0.014766377669320948,-0.0,4.784193592020075,0,0
2015-02-02,0.007418220153349244,-0.007348157515971705,-0.0,3.4034425189760142,0,0
2015-02-03,0.0005870057135424616,-0.006761151802429243,-0.0,3.324293594720165,0,0
2015-02-04,0.002372311699955392,-0.00438884010247385,-0.0,2.9045008455299897,0,0
2015-02-05,0.0011837858588859681,-0.0032050542435878822,-0.0,2.7100228587474366,0,0
2015-02-06,-0.002022348318401853,-0.005227402561989735,-0.0,3.131082312398389,0,0
2015-02-09,0.0013072050172431428,-0.003920197544746592,-0.0,2.910382685543213,0,0
2015-02-10,0.001725676127804145,-0.0021945214169424468,-0.0,2.6069760852292374,0,0
2015-02-11,-0.0031777289132057535,-0.005372250330148201,-0.0,3.2598057406332304,0,0
2015-02-12,0.005371283383315164,-9.669468330371356e-07,-0.0,2.2387248867093934,0,0
2015-02-13,-0.0011365473006652784,-0.0011375142474983155,-0.0,2.4934254214111973,0,0
2015-02-16,0.007523957623917102,0.006386443376418787,-0.0,1.0431022490322188,0,0
